id_colaborador,mes,departamento,nivel_cargo,regional,sexo,tipo_contrato,status,turnover,salario,faltas,absenteismo_pct,horas_extras,nota_desempenho,engajamento
2,2025-03,Transporte,Tatico,Nordeste,Masculino,Temporário,Ativo,Não,7600,3,2.83,42,3.8,73
2,2025-04,Transporte,Tatico,Nordeste,Masculino,Temporário,Ativo,Não,7600,3,2.74,36,3.9,83
2,2025-05,Transporte,Tatico,Nordeste,Masculino,Temporário,Ativo,Não,7600,3,2.59,24,4.2,87
2,2025-06,Transporte,Tatico,Nordeste,Masculino,Temporário,Ativo,Não,7600,3,2.27,28,4.0,94
2,2025-07,Transporte,Tatico,Nordeste,Masculino,Temporário,Ativo,Não,7600,3,1.52,24,4.3,100
2,2025-08,Transporte,Tatico,Nordeste,Masculino,Temporário,Ativo,Não,7600,3,1.43,37,4.0,98
2,2025-09,Transporte,Tatico,Nordeste,Masculino,Temporário,Ativo,Não,7600,2,1.65,35,4.1,92
2,2025-10,Transporte,Tatico,Nordeste,Masculino,Temporário,Ativo,Não,7600,3,1.68,33,3.8,92
2,2025-11,Transporte,Tatico,Nordeste,Masculino,Temporário,Ativo,Não,7600,2,1.59,37,3.5,91
2,2025-12,Transporte,Tatico,Nordeste,Masculino,Temporário,Ativo,Não,7600,3,1.69,38,3.4,96
2,2026-01,Transporte,Tatico,Nordeste,Masculino,Temporário,Ativo,Não,7600,4,1.71,44,3.4,95
2,2026-02,Transporte,Tatico,Nordeste,Masculino,Temporário,Ativo,Não,7600,3,1.21,39,3.6,97
2,2026-03,Transporte,Tatico,Nordeste,Masculino,Temporário,Ativo,Não,7600,2,1.36,44,3.7,99
2,2026-04,Transporte,Tatico,Nordeste,Masculino,Temporário,Ativo,Não,7600,2,1.65,48,3.8,88
2,2026-05,Transporte,Tatico,Nordeste,Masculino,Temporário,Ativo,Não,7600,1,1.38,47,3.9,86
2,2026-06,Transporte,Tatico,Nordeste,Masculino,Temporário,Ativo,Não,7600,1,1.97,54,3.6,78
2,2026-07,Transporte,Tatico,Nordeste,Masculino,Temporário,Ativo,Não,7600,0,1.76,46,4.0,84
3,2024-08,Centro de Distribuição,Tatico,Sudeste,Feminino,CLT,Ativo,Não,7201,0,1.6,13,2.2,81
3,2024-09,Centro de Distribuição,Tatico,Sudeste,Feminino,CLT,Ativo,Não,7201,0,1.73,20,2.2,85
3,2024-10,Centro de Distribuição,Tatico,Sudeste,Feminino,CLT,Ativo,Não,7201,0,2.38,27,2.2,91
3,2024-11,Centro de Distribuição,Tatico,Sudeste,Feminino,CLT,Ativo,Não,7201,0,2.3,23,2.1,90
3,2024-12,Centro de Distribuição,Tatico,Sudeste,Feminino,CLT,Ativo,Não,7201,0,1.95,33,1.8,76
3,2025-01,Centro de Distribuição,Tatico,Sudeste,Feminino,CLT,Ativo,Não,7201,0,1.77,30,2.0,78
3,2025-02,Centro de Distribuição,Tatico,Sudeste,Feminino,CLT,Ativo,Não,7201,0,2.42,30,2.5,78
3,2025-03,Centro de Distribuição,Tatico,Sudeste,Feminino,CLT,Ativo,Não,7201,0,2.0,34,2.6,73
3,2025-04,Centro de Distribuição,Tatico,Sudeste,Feminino,CLT,Ativo,Não,7201,0,1.35,43,3.0,80
3,2025-05,Centro de Distribuição,Tatico,Sudeste,Feminino,CLT,Ativo,Não,7201,0,1.19,40,3.1,78
3,2025-06,Centro de Distribuição,Tatico,Sudeste,Feminino,CLT,Ativo,Não,7201,0,0.92,35,3.2,83
3,2025-07,Centro de Distribuição,Tatico,Sudeste,Feminino,CLT,Ativo,Não,7201,0,1.04,26,3.0,79
3,2025-08,Centro de Distribuição,Tatico,Sudeste,Feminino,CLT,Ativo,Não,7201,1,1.44,27,2.9,86
3,2025-09,Centro de Distribuição,Tatico,Sudeste,Feminino,CLT,Ativo,Não,7201,1,2.07,28,2.6,93
3,2025-10,Centro de Distribuição,Tatico,Sudeste,Feminino,CLT,Ativo,Não,7201,0,2.2,27,2.6,83
3,2025-11,Centro de Distribuição,Tatico,Sudeste,Feminino,CLT,Ativo,Não,7201,1,2.5,29,2.5,74
3,2025-12,Centro de Distribuição,Tatico,Sudeste,Feminino,CLT,Ativo,Não,7201,0,2.72,23,2.7,61
3,2026-01,Centro de Distribuição,Tatico,Sudeste,Feminino,CLT,Ativo,Não,7201,0,2.89,23,2.8,63
3,2026-02,Centro de Distribuição,Tatico,Sudeste,Feminino,CLT,Ativo,Não,7201,0,3.03,18,3.1,67
3,2026-03,Centro de Distribuição,Tatico,Sudeste,Feminino,CLT,Ativo,Não,7201,0,3.03,24,3.0,71
3,2026-04,Centro de Distribuição,Tatico,Sudeste,Feminino,CLT,Ativo,Não,7201,0,3.66,20,2.8,76
3,2026-05,Centro de Distribuição,Tatico,Sudeste,Feminino,CLT,Ativo,Não,7201,0,3.74,13,2.7,72
3,2026-06,Centro de Distribuição,Tatico,Sudeste,Feminino,CLT,Ativo,Não,7201,0,3.23,11,2.8,72
3,2026-07,Centro de Distribuição,Tatico,Sudeste,Feminino,CLT,Ativo,Não,7201,0,3.52,16,2.6,75
4,2024-08,Last Mile,Estrategico,Nordeste,Masculino,CLT,Ativo,Não,11391,0,5.0,0,3.1,75
4,2024-09,Last Mile,Estrategico,Nordeste,Masculino,CLT,Ativo,Não,11391,0,5.39,0,3.5,70
4,2024-10,Last Mile,Estrategico,Nordeste,Masculino,CLT,Ativo,Não,11391,0,4.96,0,3.6,73
4,2024-11,Last Mile,Estrategico,Nordeste,Masculino,CLT,Ativo,Não,11391,0,4.73,0,3.6,78
4,2024-12,Last Mile,Estrategico,Nordeste,Masculino,CLT,Ativo,Não,11391,0,4.76,10,3.5,81
4,2025-01,Last Mile,Estrategico,Nordeste,Masculino,CLT,Ativo,Não,11391,0,4.47,20,3.3,81
4,2025-02,Last Mile,Estrategico,Nordeste,Masculino,CLT,Ativo,Não,11391,0,4.18,20,3.1,85
4,2025-03,Last Mile,Estrategico,Nordeste,Masculino,CLT,Ativo,Não,11391,0,4.15,20,3.1,85
4,2025-04,Last Mile,Estrategico,Nordeste,Masculino,CLT,Ativo,Não,11391,0,3.85,7,3.0,85
4,2025-05,Last Mile,Estrategico,Nordeste,Masculino,CLT,Ativo,Não,11391,0,4.2,1,2.7,80
4,2025-06,Last Mile,Estrategico,Nordeste,Masculino,CLT,Ativo,Não,11391,0,3.6,2,3.0,85
4,2025-07,Last Mile,Estrategico,Nordeste,Masculino,CLT,Ativo,Não,11391,0,3.5,0,2.9,83
4,2025-08,Last Mile,Estrategico,Nordeste,Masculino,CLT,Ativo,Não,11391,0,3.61,3,2.8,76
4,2025-09,Last Mile,Estrategico,Nordeste,Masculino,CLT,Ativo,Não,11391,0,3.65,10,2.7,74
4,2025-10,Last Mile,Estrategico,Nordeste,Masculino,CLT,Ativo,Não,11391,0,3.81,12,3.0,75
4,2025-11,Last Mile,Estrategico,Nordeste,Masculino,CLT,Ativo,Não,11391,0,3.47,13,3.5,72
4,2025-12,Last Mile,Estrategico,Nordeste,Masculino,CLT,Ativo,Não,11391,0,3.85,25,3.3,81
4,2026-01,Last Mile,Estrategico,Nordeste,Masculino,CLT,Ativo,Não,11391,0,3.44,29,3.2,84
4,2026-02,Last Mile,Estrategico,Nordeste,Masculino,CLT,Ativo,Não,11391,1,2.77,31,3.6,88
4,2026-03,Last Mile,Estrategico,Nordeste,Masculino,CLT,Ativo,Não,11391,2,2.59,32,3.5,89
4,2026-04,Last Mile,Estrategico,Nordeste,Masculino,CLT,Ativo,Não,11391,1,2.73,44,3.8,87
4,2026-05,Last Mile,Estrategico,Nordeste,Masculino,CLT,Ativo,Não,11391,2,3.43,35,3.7,94
4,2026-06,Last Mile,Estrategico,Nordeste,Masculino,CLT,Ativo,Não,11391,1,3.14,33,3.7,86
4,2026-07,Last Mile,Estrategico,Nordeste,Masculino,CLT,Ativo,Não,11391,1,2.95,25,3.5,82
5,2025-12,Transporte,Tatico,Centro-Oeste,Masculino,CLT,Ativo,Não,7502,0,3.99,47,4.6,59
5,2026-01,Transporte,Tatico,Centro-Oeste,Masculino,CLT,Ativo,Não,7502,0,3.68,39,5.0,65
5,2026-02,Transporte,Tatico,Centro-Oeste,Masculino,CLT,Ativo,Não,7502,0,3.59,33,5.0,68
5,2026-03,Transporte,Tatico,Centro-Oeste,Masculino,CLT,Ativo,Não,7502,0,3.38,33,5.0,71
5,2026-04,Transporte,Tatico,Centro-Oeste,Masculino,CLT,Ativo,Não,7502,0,3.38,40,5.0,74
5,2026-05,Transporte,Tatico,Centro-Oeste,Masculino,CLT,Ativo,Não,7502,1,3.68,30,4.6,71
5,2026-06,Transporte,Tatico,Centro-Oeste,Masculino,CLT,Ativo,Não,7502,0,3.75,34,4.5,63
5,2026-07,Transporte,Tatico,Centro-Oeste,Masculino,CLT,Ativo,Não,7502,1,3.91,23,4.3,74
6,2024-08,Centro de Distribuição,Operacional,Centro-Oeste,Feminino,CLT,Ativo,Não,2473,7,6.78,5,3.6,100
6,2024-09,Centro de Distribuição,Operacional,Centro-Oeste,Feminino,CLT,Ativo,Não,2473,7,6.33,15,3.6,100
6,2024-10,Centro de Distribuição,Operacional,Centro-Oeste,Feminino,CLT,Ativo,Não,2473,7,5.8,16,3.1,100
6,2024-11,Centro de Distribuição,Operacional,Centro-Oeste,Feminino,CLT,Ativo,Não,2473,8,5.52,20,2.8,97
6,2024-12,Centro de Distribuição,Operacional,Centro-Oeste,Feminino,CLT,Ativo,Não,2473,7,5.06,16,2.5,100
6,2025-01,Centro de Distribuição,Operacional,Centro-Oeste,Feminino,CLT,Ativo,Não,2473,6,4.93,18,2.5,100
6,2025-02,Centro de Distribuição,Operacional,Centro-Oeste,Feminino,CLT,Ativo,Não,2473,6,5.34,17,2.3,99
6,2025-03,Centro de Distribuição,Operacional,Centro-Oeste,Feminino,CLT,Ativo,Não,2473,5,4.48,7,2.4,99
6,2025-04,Centro de Distribuição,Operacional,Centro-Oeste,Feminino,CLT,Ativo,Não,2473,4,4.1,17,2.6,100
6,2025-05,Centro de Distribuição,Operacional,Centro-Oeste,Feminino,CLT,Ativo,Não,2473,5,3.91,28,2.4,100
6,2025-06,Centro de Distribuição,Operacional,Centro-Oeste,Feminino,CLT,Ativo,Não,2473,5,3.93,16,2.7,90
6,2025-07,Centro de Distribuição,Operacional,Centro-Oeste,Feminino,CLT,Ativo,Não,2473,6,3.84,21,2.7,94
6,2025-08,Centro de Distribuição,Operacional,Centro-Oeste,Feminino,CLT,Ativo,Não,2473,5,3.54,25,2.8,94
6,2025-09,Centro de Distribuição,Operacional,Centro-Oeste,Feminino,CLT,Ativo,Não,2473,5,3.37,27,2.8,99
6,2025-10,Centro de Distribuição,Operacional,Centro-Oeste,Feminino,CLT,Ativo,Não,2473,4,3.78,27,3.0,99
6,2025-11,Centro de Distribuição,Operacional,Centro-Oeste,Feminino,CLT,Ativo,Não,2473,4,3.48,26,3.0,100
6,2025-12,Centro de Distribuição,Operacional,Centro-Oeste,Feminino,CLT,Ativo,Não,2473,4,3.63,31,3.0,94
6,2026-01,Centro de Distribuição,Operacional,Centro-Oeste,Feminino,CLT,Ativo,Não,2473,3,2.79,25,2.9,87
6,2026-02,Centro de Distribuição,Operacional,Centro-Oeste,Feminino,CLT,Ativo,Não,2473,4,2.79,16,2.7,84
6,2026-03,Centro de Distribuição,Operacional,Centro-Oeste,Feminino,CLT,Ativo,Não,2473,4,2.89,19,2.8,76
6,2026-04,Centro de Distribuição,Operacional,Centro-Oeste,Feminino,CLT,Ativo,Não,2473,3,2.84,23,2.8,80
6,2026-05,Centro de Distribuição,Operacional,Centro-Oeste,Feminino,CLT,Ativo,Não,2473,3,3.13,30,2.5,82
6,2026-06,Centro de Distribuição,Operacional,Centro-Oeste,Feminino,CLT,Ativo,Não,2473,2,3.08,30,2.2,83
6,2026-07,Centro de Distribuição,Operacional,Centro-Oeste,Feminino,CLT,Ativo,Não,2473,2,3.32,29,2.6,84
7,2024-08,Atendimento,Tatico,Sudeste,Feminino,CLT,Inativo,Não,4197,1,4.3,47,3.2,72
7,2024-09,Atendimento,Tatico,Sudeste,Feminino,CLT,Inativo,Sim,4197,0,4.22,56,3.2,71
8,2024-08,Last Mile,Operacional,Sudeste,Masculino,CLT,Ativo,Não,3046,0,2.3,11,4.6,100
8,2024-09,Last Mile,Operacional,Sudeste,Masculino,CLT,Ativo,Não,3046,0,2.71,7,4.5,100
8,2024-10,Last Mile,Operacional,Sudeste,Masculino,CLT,Ativo,Não,3046,0,2.96,12,4.7,100
8,2024-11,Last Mile,Operacional,Sudeste,Masculino,CLT,Ativo,Não,3046,0,1.96,11,4.9,100
8,2024-12,Last Mile,Operacional,Sudeste,Masculino,CLT,Ativo,Não,3046,0,2.34,22,5.0,93
8,2025-01,Last Mile,Operacional,Sudeste,Masculino,CLT,Ativo,Não,3046,0,2.72,17,4.4,99
8,2025-02,Last Mile,Operacional,Sudeste,Masculino,CLT,Ativo,Não,3046,0,2.94,16,4.1,100
8,2025-03,Last Mile,Operacional,Sudeste,Masculino,CLT,Ativo,Não,3046,0,3.02,12,4.0,100
8,2025-04,Last Mile,Operacional,Sudeste,Masculino,CLT,Ativo,Não,3046,1,3.01,8,4.1,100
8,2025-05,Last Mile,Operacional,Sudeste,Masculino,CLT,Ativo,Não,3046,3,2.28,8,3.9,100
8,2025-06,Last Mile,Operacional,Sudeste,Masculino,CLT,Ativo,Não,3046,3,2.16,11,4.3,100
8,2025-07,Last Mile,Operacional,Sudeste,Masculino,CLT,Ativo,Não,3046,4,2.45,6,4.0,100
8,2025-08,Last Mile,Operacional,Sudeste,Masculino,CLT,Ativo,Não,3046,4,2.52,4,4.2,100
8,2025-09,Last Mile,Operacional,Sudeste,Masculino,CLT,Ativo,Não,3046,5,1.82,11,3.8,100
8,2025-10,Last Mile,Operacional,Sudeste,Masculino,CLT,Ativo,Não,3046,5,1.45,17,3.6,100
8,2025-11,Last Mile,Operacional,Sudeste,Masculino,CLT,Ativo,Não,3046,5,1.36,6,3.9,100
8,2025-12,Last Mile,Operacional,Sudeste,Masculino,CLT,Ativo,Não,3046,4,1.21,5,4.1,92
8,2026-01,Last Mile,Operacional,Sudeste,Masculino,CLT,Ativo,Não,3046,4,1.09,12,4.2,93
8,2026-02,Last Mile,Operacional,Sudeste,Masculino,CLT,Ativo,Não,3046,4,0.94,8,4.0,88
8,2026-03,Last Mile,Operacional,Sudeste,Masculino,CLT,Ativo,Não,3046,2,1.33,8,3.9,91
8,2026-04,Last Mile,Operacional,Sudeste,Masculino,CLT,Ativo,Não,3046,4,1.22,12,3.8,91
8,2026-05,Last Mile,Operacional,Sudeste,Masculino,CLT,Ativo,Não,3046,3,1.46,19,3.8,95
8,2026-06,Last Mile,Operacional,Sudeste,Masculino,CLT,Ativo,Não,3046,3,1.72,14,3.3,98
8,2026-07,Last Mile,Operacional,Sudeste,Masculino,CLT,Ativo,Não,3046,3,2.0,16,3.3,98
9,2024-08,Operações,Tatico,Nordeste,Masculino,CLT,Ativo,Não,8959,0,2.42,0,4.4,100
9,2024-09,Operações,Tatico,Nordeste,Masculino,CLT,Ativo,Não,8959,1,1.88,0,4.6,100
9,2024-10,Operações,Tatico,Nordeste,Masculino,CLT,Ativo,Não,8959,0,2.02,0,4.6,100
9,2024-11,Operações,Tatico,Nordeste,Masculino,CLT,Ativo,Não,8959,1,2.14,3,4.7,100
9,2024-12,Operações,Tatico,Nordeste,Masculino,CLT,Ativo,Não,8959,2,2.97,8,4.9,100
9,2025-01,Operações,Tatico,Nordeste,Masculino,CLT,Ativo,Não,8959,1,2.25,3,5.0,100
9,2025-02,Operações,Tatico,Nordeste,Masculino,CLT,Ativo,Não,8959,1,2.08,9,4.6,100
9,2025-03,Operações,Tatico,Nordeste,Masculino,CLT,Ativo,Não,8959,0,1.84,13,4.5,100
9,2025-04,Operações,Tatico,Nordeste,Masculino,CLT,Ativo,Não,8959,1,2.36,23,4.5,100
9,2025-05,Operações,Tatico,Nordeste,Masculino,CLT,Ativo,Não,8959,1,2.06,26,4.0,99
9,2025-06,Operações,Tatico,Nordeste,Masculino,CLT,Ativo,Não,8959,0,2.07,27,4.6,100
9,2025-07,Operações,Tatico,Nordeste,Masculino,CLT,Ativo,Não,8959,0,2.29,36,4.8,95
9,2025-08,Operações,Tatico,Nordeste,Masculino,CLT,Ativo,Não,8959,0,2.69,33,5.0,93
9,2025-09,Operações,Tatico,Nordeste,Masculino,CLT,Ativo,Não,8959,0,2.6,35,5.0,90
9,2025-10,Operações,Tatico,Nordeste,Masculino,CLT,Ativo,Não,8959,0,2.46,29,4.6,91
9,2025-11,Operações,Tatico,Nordeste,Masculino,CLT,Ativo,Não,8959,1,2.77,26,5.0,85
9,2025-12,Operações,Tatico,Nordeste,Masculino,CLT,Ativo,Não,8959,0,3.11,30,5.0,78
9,2026-01,Operações,Tatico,Nordeste,Masculino,CLT,Ativo,Não,8959,0,2.43,18,5.0,75
9,2026-02,Operações,Tatico,Nordeste,Masculino,CLT,Ativo,Não,8959,1,2.18,26,5.0,78
9,2026-03,Operações,Tatico,Nordeste,Masculino,CLT,Ativo,Não,8959,1,2.43,23,4.8,84
9,2026-04,Operações,Tatico,Nordeste,Masculino,CLT,Ativo,Não,8959,0,2.32,19,5.0,88
9,2026-05,Operações,Tatico,Nordeste,Masculino,CLT,Ativo,Não,8959,0,1.81,18,4.9,87
9,2026-06,Operações,Tatico,Nordeste,Masculino,CLT,Ativo,Não,8959,1,2.21,21,4.5,86
9,2026-07,Operações,Tatico,Nordeste,Masculino,CLT,Ativo,Não,8959,1,2.43,28,3.8,88
10,2024-08,Operações,Operacional,Centro-Oeste,Masculino,CLT,Ativo,Não,2407,3,1.23,90,1.7,70
10,2024-09,Operações,Operacional,Centro-Oeste,Masculino,CLT,Ativo,Não,2407,3,1.11,90,1.3,73
10,2024-10,Operações,Operacional,Centro-Oeste,Masculino,CLT,Ativo,Não,2407,4,1.12,90,1.4,65
10,2024-11,Operações,Operacional,Centro-Oeste,Masculino,CLT,Ativo,Não,2407,2,1.21,90,1.4,65
10,2024-12,Operações,Operacional,Centro-Oeste,Masculino,CLT,Ativo,Não,2407,1,1.47,89,1.7,63
10,2025-01,Operações,Operacional,Centro-Oeste,Masculino,CLT,Ativo,Não,2407,1,1.11,83,2.0,62
10,2025-02,Operações,Operacional,Centro-Oeste,Masculino,CLT,Ativo,Não,2407,1,1.19,82,2.3,69
10,2025-03,Operações,Operacional,Centro-Oeste,Masculino,CLT,Ativo,Não,2407,2,1.3,84,2.2,68
10,2025-04,Operações,Operacional,Centro-Oeste,Masculino,CLT,Ativo,Não,2407,2,1.24,82,2.2,67
10,2025-05,Operações,Operacional,Centro-Oeste,Masculino,CLT,Ativo,Não,2407,1,1.0,78,2.1,74
10,2025-06,Operações,Operacional,Centro-Oeste,Masculino,CLT,Ativo,Não,2407,3,0.87,75,2.3,71
10,2025-07,Operações,Operacional,Centro-Oeste,Masculino,CLT,Ativo,Não,2407,2,0.6,81,2.9,68
10,2025-08,Operações,Operacional,Centro-Oeste,Masculino,CLT,Ativo,Não,2407,1,1.49,84,2.9,70
10,2025-09,Operações,Operacional,Centro-Oeste,Masculino,CLT,Ativo,Não,2407,1,1.85,85,3.1,79
10,2025-10,Operações,Operacional,Centro-Oeste,Masculino,CLT,Ativo,Não,2407,1,1.57,86,3.0,80
10,2025-11,Operações,Operacional,Centro-Oeste,Masculino,CLT,Ativo,Não,2407,1,1.5,90,3.1,81
10,2025-12,Operações,Operacional,Centro-Oeste,Masculino,CLT,Ativo,Não,2407,1,1.02,81,3.1,81
10,2026-01,Operações,Operacional,Centro-Oeste,Masculino,CLT,Ativo,Não,2407,1,1.16,75,3.1,82
10,2026-02,Operações,Operacional,Centro-Oeste,Masculino,CLT,Ativo,Não,2407,1,1.02,78,3.1,85
10,2026-03,Operações,Operacional,Centro-Oeste,Masculino,CLT,Ativo,Não,2407,0,1.03,78,3.1,87
10,2026-04,Operações,Operacional,Centro-Oeste,Masculino,CLT,Ativo,Não,2407,0,1.11,76,3.2,87
10,2026-05,Operações,Operacional,Centro-Oeste,Masculino,CLT,Ativo,Não,2407,1,1.72,61,3.2,91
10,2026-06,Operações,Operacional,Centro-Oeste,Masculino,CLT,Ativo,Não,2407,0,1.9,64,3.4,86
10,2026-07,Operações,Operacional,Centro-Oeste,Masculino,CLT,Ativo,Não,2407,1,1.77,51,3.2,77
11,2024-08,Centro de Distribuição,Tatico,Centro-Oeste,Feminino,CLT,Ativo,Não,8919,5,1.99,37,4.1,100
11,2024-09,Centro de Distribuição,Tatico,Centro-Oeste,Feminino,CLT,Ativo,Não,8919,5,2.16,34,3.9,100
11,2024-10,Centro de Distribuição,Tatico,Centro-Oeste,Feminino,CLT,Ativo,Não,8919,5,2.96,35,4.1,100
11,2024-11,Centro de Distribuição,Tatico,Centro-Oeste,Feminino,CLT,Ativo,Não,8919,3,2.25,32,3.9,100
11,2024-12,Centro de Distribuição,Tatico,Centro-Oeste,Feminino,CLT,Ativo,Não,8919,4,1.72,25,3.7,100
11,2025-01,Centro de Distribuição,Tatico,Centro-Oeste,Feminino,CLT,Ativo,Não,8919,5,1.69,40,3.8,100
11,2025-02,Centro de Distribuição,Tatico,Centro-Oeste,Feminino,CLT,Ativo,Não,8919,6,1.97,38,4.0,98
11,2025-03,Centro de Distribuição,Tatico,Centro-Oeste,Feminino,CLT,Ativo,Não,8919,5,1.71,34,4.0,100
11,2025-04,Centro de Distribuição,Tatico,Centro-Oeste,Feminino,CLT,Ativo,Não,8919,6,2.15,42,3.9,98
11,2025-05,Centro de Distribuição,Tatico,Centro-Oeste,Feminino,CLT,Ativo,Não,8919,6,2.15,37,3.8,93
11,2025-06,Centro de Distribuição,Tatico,Centro-Oeste,Feminino,CLT,Ativo,Não,8919,6,2.61,32,4.0,94
11,2025-07,Centro de Distribuição,Tatico,Centro-Oeste,Feminino,CLT,Ativo,Não,8919,6,2.92,30,4.2,100
11,2025-08,Centro de Distribuição,Tatico,Centro-Oeste,Feminino,CLT,Ativo,Não,8919,5,2.45,27,3.8,98
11,2025-09,Centro de Distribuição,Tatico,Centro-Oeste,Feminino,CLT,Ativo,Não,8919,5,2.94,14,3.6,96
11,2025-10,Centro de Distribuição,Tatico,Centro-Oeste,Feminino,CLT,Ativo,Não,8919,5,3.4,23,3.2,100
11,2025-11,Centro de Distribuição,Tatico,Centro-Oeste,Feminino,CLT,Ativo,Não,8919,4,3.13,24,3.1,98
11,2025-12,Centro de Distribuição,Tatico,Centro-Oeste,Feminino,CLT,Ativo,Não,8919,3,4.11,36,3.0,97
11,2026-01,Centro de Distribuição,Tatico,Centro-Oeste,Feminino,CLT,Ativo,Não,8919,2,4.45,36,3.0,100
11,2026-02,Centro de Distribuição,Tatico,Centro-Oeste,Feminino,CLT,Ativo,Não,8919,2,3.18,28,2.8,100
11,2026-03,Centro de Distribuição,Tatico,Centro-Oeste,Feminino,CLT,Ativo,Não,8919,2,3.22,18,2.2,95
11,2026-04,Centro de Distribuição,Tatico,Centro-Oeste,Feminino,CLT,Ativo,Não,8919,3,3.21,24,2.6,93
11,2026-05,Centro de Distribuição,Tatico,Centro-Oeste,Feminino,CLT,Ativo,Não,8919,2,3.4,27,2.7,88
11,2026-06,Centro de Distribuição,Tatico,Centro-Oeste,Feminino,CLT,Ativo,Não,8919,3,3.34,22,2.4,86
11,2026-07,Centro de Distribuição,Tatico,Centro-Oeste,Feminino,CLT,Ativo,Não,8919,3,3.01,24,2.6,84
12,2024-08,Centro de Distribuição,Tatico,Sudeste,Feminino,CLT,Ativo,Não,10444,3,5.7,24,4.1,68
12,2024-09,Centro de Distribuição,Tatico,Sudeste,Feminino,CLT,Ativo,Não,10444,2,5.7,21,3.7,73
12,2024-10,Centro de Distribuição,Tatico,Sudeste,Feminino,CLT,Ativo,Não,10444,3,5.05,18,3.7,75
